person_x,kinsman,person_gender,kinsman_gender,ontology_kinship
"Prodanos, father of Photeinos","Photeinos, paroikos at proasteion of Eunouchou (Strymon)",Male,Male,FatherOf
"Tzyrkos, father of paroikos of Eunouchou Ioannes","Ioannes, paroikos of the proasteion of Eunouchou (Strymon)",Male,Male,FatherOf
"Zerbos, father of paroikos of Eunouchou Ioannes","Ioannes, paroikos of the proasteion of Eunouchou (Strymon)",Male,Male,FatherOf
"Basilakios, father of Kale (wife of Symbatios Pakourianos)","Kale, wife of Symbatios Pakourianos",Male,Female,FatherOf
"Tzaeinos, father of Iveron act witness Tzernes","Tzernes, witness of Iveron act",Male,Male,FatherOf
"Ahmad al-Akhal, amir of Sicily",son of amir of Sicily Apolaphar Mouchoumet,Male,Male,FatherOf
"Bagrat IV, king of Georgia","Maria of Alania, empress",Male,Female,FatherOf
"Baltzar, father of Pecheneg leader Kegen","Kegen, Pecheneg leader",Male,Male,FatherOf
"Basileios Skleros, son of Romanos Skleros","second wife of Konstantinos IX, aunt of Maria Skleraina",Male,Female,FatherOf
"Basileios Argyros, brother of Romanos III","niece of Romanos III, wife of Konstantinos Diogenes and mother of Romanos IV",Male,Female,FatherOf
"Basileios Argyros, brother of Romanos III","Helena, niece of Romanos III, wife of Bagrat IV of Georgia",Male,Female,FatherOf
"Basileios Boioannes, katepano of Italy in 1020s","Boioannes, katepano of Italy in 1040s",Male,Male,FatherOf
"Basileios Koptocheilos, tax-payer at chorion of Obilos","Ioannes Koptocheilos, son of tax-payer at Obilos",Male,Male,FatherOf
"Bilter, father of Pecheneg leader Tyrach","Tyrach, Pecheneg leader",Male,Male,FatherOf
Bohemond of Taranto,"Bohemond II Guiscard, prince of Antioch",Male,,FatherOf
Bohemond of Taranto,"Ioannes, son of Bohemond of Taranto",Male,,FatherOf
"Chariton, presbyter (at Thessalonike?)","Ioannes, son of presbyter Chariton (of Thessalonike?)",Male,Male,FatherOf
William of the Principate,Richard of the Principate,,Male,FatherOf
"Chotianos, father of tax-payer at Dobrobikeia","Konstantinos, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Chotianos, father of tax-payer at Dobrobikeia","Michael, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Damianos, father of a tax-payer of Dobrobikeia","Nesnanos, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Danishmend Taylu, amir and founder of Danishmendid dynasty","Gumushtakin ibn al-Danishmand, second ruler of Danishmend dynasty",Male,,FatherOf
"Danishmend Taylu, amir and founder of Danishmendid dynasty",Ismail ibn al-Danishmend (a younger son of the founder of the dynasty),Male,,FatherOf
"David, father of priest Konstantinos of Daonion","Konstantinos, presbyter at Daonion",Male,Male,FatherOf
"Demetrios, father of tax-payer at Dobrobikeia","Basileios, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Dobronas, ruler of Zadar and Split","son of Dobronas, ruler of Zara and Salona",Male,Male,FatherOf
"Eirotas, father of tax-payer of Dobrobikeia","Georgios, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Eirotas, father of tax-payer of Dobrobikeia","Petros, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
Eustathios Boilas,"Romanos, son of Eustathios Boilas",Male,Male,FatherOf
Eustathios Boilas,"Eirene, daughter of Eustathios Boilas",Male,Female,FatherOf
Eustathios Boilas,"Maria, daughter of Eustathios Boilas",Male,Female,FatherOf
"Euthymios, father of the alleged leaders of a rebellion","Nikephoros, leader of alleged rebellion against Konstantinos IX",Male,Male,FatherOf
"Euthymios, father of the alleged leaders of a rebellion","Michael, son of Euthymios, leader of alleged rebellion against Konstantinos IX",Male,Male,FatherOf
"Garipios, slave of Eustathios Boilas","Mouseses, slave of Eustathios Boilas",Male,Male,FatherOf
"Georgios/Giorgi I, king of Abchasia and Georgia","Bagrat IV, king of Georgia",Male,Male,FatherOf
"Georgios Palaiologos, protonobelissimos at 1094 synod","Romanos, son of protonobelissimos Georgios Palaiologos",,,FatherOf
"Georgios, father of tax-payer of Dobrobikeia","Theodoros, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Georgios, father of tax-payer at Dobrobikeia","Nikolaos, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Georgios/Gregorios Psellos, father of Iveron donor Basileios","Basileios Psellos, donor to Iveron",Male,Male,FatherOf
"Georgios/Gregorios Psellos, father of Iveron donor Basileios","Merotas Psellos, donor to Iveron",Male,Male,FatherOf
"Georgios/Gregorios Psellos, father of Iveron donor Basileios","Maria, sister of Basileios and Merotas Psellos",Male,Female,FatherOf
"Gostri..., father of tax-payer at Dobrobikeia","Georgios, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Goudelios Maniakes, father of Georgios Maniakes",Georgios Maniakes,Male,Male,FatherOf
"Gregorios Kamateros, secretary of Alexios I and logothetes of Ioannes II","Ioannes Kamateros, logothetes of the dromos",Male,,FatherOf
"al-Hakim, Fatimid caliph","Ali az-Zahir, Fatimid caliph",Male,Male,FatherOf
"Horatios Liparites, father of Liparit IV","Liparit IV, duke of Trialeti",Male,Male,FatherOf
Emperor Ioannes II Komnenos,Emperor Manuel I Komnenos,Male,,FatherOf
Emperor Ioannes II Komnenos,"Alexios Komnenos porphyrogennetos, co-emperor, son of Ioannes II",Male,,FatherOf
Emperor Ioannes II Komnenos,"Andronikos Komnenos, son of Ioannes II",Male,,FatherOf
Emperor Ioannes II Komnenos,"Isaakios Komnenos sebastokrator, son of Ioannes II",Male,,FatherOf
Emperor Ioannes II Komnenos,"Maria Komnene (Tzousmene), daughter of Ioannes II",Male,,FatherOf
"Ioannes Bryennios, brother of usurper Nikephoros","Bryennios, son of Ioannes Bryennios",Male,Male,FatherOf
"Ioannes Doukas, kaisar","Konstantinos Doukas, son of Kaisar Ioannes",Male,Male,FatherOf
"Ioannes Doukas, kaisar","Andronikos Doukas, son of the kaisar Ioannes",Male,Male,FatherOf
"Ioannes Komnenos, father of Alexios I","Manuel Komnenos, eldest brother of Alexios I",Male,Male,FatherOf
"Ioannes Komnenos, father of Alexios I","Isaakios Komnenos, elder brother of Alexios I",Male,Male,FatherOf
"Ioannes Komnenos, father of Alexios I",Emperor Alexios I Komnenos,Male,Male,FatherOf
"Ioannes Komnenos, father of Alexios I","Adrianos Komnenos, brother of Alexios I",Male,Male,FatherOf
"Ioannes Komnenos, father of Alexios I","Nikephoros Komnenos, brother of Alexios I",Male,Male,FatherOf
"Ioannes Komnenos, father of Alexios I","Maria Komnene, sister of Alexios I, wife of Michael Taronites",Male,Female,FatherOf
"Ioannes Komnenos, father of Alexios I","Eudokia Komnene, sister of Alexios I, wife of Nikephoros Melissenos",Male,Female,FatherOf
"Ioannes Komnenos, father of Alexios I","Theodora - Xene Komnene, sister of Alexios I Komnenos",Male,Female,FatherOf
Emperor Isaakios I Komnenos,"Manuel Komnenos, son of Isaakios I",Male,Male,FatherOf
Emperor Isaakios I Komnenos,"Maria Komnene, daughter of Isaakios I Komnenos",Male,Female,FatherOf
"Isaakios Komnenos, elder brother of Alexios I","Ioannes Komnenos, son of the sebastokrator Isaakios",Male,Male,FatherOf
"Isaakios Komnenos, elder brother of Alexios I","Konstantinos Komnenos, megas droungarios, doux of Berroia",Male,Male,FatherOf
"Isaakios Komnenos, elder brother of Alexios I","Alexios Komnenos, sebastos and second son of Isaakios the sebastokrator",Male,,FatherOf
"Isaakios Komnenos, elder brother of Alexios I",daughter (Maria?) of Isaakios Komnenos (brother of Alexios I),Male,Female,FatherOf
"Isaakios Komnenos, elder brother of Alexios I","Adrianos Komnenos, later Ioannes, archbishop of Bulgaria [1141, 1157]",Male,,FatherOf
"Ivan, father of tax-payer at chorion of Dobrobikeia","Ioannes, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Ivan, father of tax-payer at Dobrobikeia","Petros, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Joseph Tarchaneiotes, proedros and doux of Antioch","Katakalon Tarchaneiotes, doux of Antioch",Male,Male,FatherOf
"Katakalon Klazomenites, strategos of Ragusa",son of Katakalon Klazomenites,Male,Male,FatherOf
"Kegen, Pecheneg leader","Baltzar, son of Kegen",Male,Male,FatherOf
"Klemes, father of paroikos Theodoros Blachos of Eunouchou (Strymon)","Theodoros Blachos, paroikos at proasteion of Eunouchou (Strymon)",Male,Male,FatherOf
Emperor Konstantinos X Doukas,Emperor Michael VII Doukas,Male,Male,FatherOf
Emperor Konstantinos X Doukas,"Andronikos Doukas, brother of Michael VII",Male,Male,FatherOf
Emperor Konstantinos X Doukas,"Konstantios Doukas, brother of Michael VII",Male,Male,FatherOf
Emperor Konstantinos X Doukas,"Anna, daughter of Konstantinos X",Male,Female,FatherOf
Emperor Konstantinos X Doukas,"Theodora, daughter of Konstantinos X",Male,Female,FatherOf
Emperor Konstantinos X Doukas,"Zoe Doukaina, daughter of Konstantinos X",Male,Female,FatherOf
Emperor Konstantinos X Doukas,second son of Konstantinos X and Eudokia,Male,Male,FatherOf
"Konstantinos III Leichoudes, patriarch of Constantinople","Stephanos Leichoudes, patrikios, governor of Vaspurakan",Male,Male,FatherOf
Konstantinos Dalassenos,"daughter of Konstantinos Dalassenos, first wife of Konstantinos X Doukas",Male,Female,FatherOf
"Konstantinos Diogenes, father of Romanos IV",Emperor Romanos IV Diogenes,Male,Male,FatherOf
"Konstantinos Bodin, king of Duklja","Georgius, son of king Bodin",Male,,FatherOf
"Konstantinos, nephew of patriarch Michael I Keroularios",son from second marriage of Konstantinos (nephew of Michael Keroularios),Male,Male,FatherOf
"Konstantinos, nephew of patriarch Michael I Keroularios","daughter of Konstantinos, nephew of Keroularios, and grandmother of Tzetzes",Male,,FatherOf
"Konstantinos, nephew of patriarch Michael I Keroularios","Michael, logothetes of the sekreta and gambros of the Komnenoi",Male,,FatherOf
"Konstantinos, nephew of patriarch Michael I Keroularios","beloved eldest daughter of Konstantinos, nephew of Keroularios, married to Iasites",Male,,FatherOf
"Konstantinos Katakalon Euphorbenos, military man and diplomat","Nikephoros Katakalon Euphorbenos, son-in-law of Alexios I",,,FatherOf
"Konstantinos Iasites, at 1094 synod","Michael Iasites, husband of Eudokia, daughter of Alexios I",,Male,FatherOf
"Konstantinos Komnenos, megas droungarios, doux of Berroia","Isaakios - Ioannes Komnenos, son of Konstantinos, megas droungarios",Male,,FatherOf
"Konstantinos, father of Iveron act witness Demetrios","Leon, witness of Iveron act",Male,Male,FatherOf
"Qutlumish, cousin of Tughrul Beg",Mansur ibn Qutlumish,Male,Male,FatherOf
"Qutlumish, cousin of Tughrul Beg",Sulayman ibn Qutlumish,Male,Male,FatherOf
"Kyriakos, slave of Eustathios Boilas","Konstantinos, son of Kyriakos slave of Eustathios Boilas",Male,Male,FatherOf
"Kyriakos Belaites, father of tax-payer at Dobrobikeia","Ioannes, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Kyriakos, father of tax-payer at Dobrobikeia","Nesnastros, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Laskaris, servant of Eustathios Boilas","Michael, in household of Eustathios Boilas",Male,Male,FatherOf
"Liparit IV, duke of Trialeti","Ivane, son of Liparit IV",Male,Male,FatherOf
"Manuel Komnenos, eldest brother of Alexios I","daughter (Anna?) of Manuel Komnenos, brother of Alexios I",Male,Female,FatherOf
"Melabas, citizen of Hierissos (?)","Nikephoros, son of Melabas, citizen of Hierissos",Male,Male,FatherOf
Emperor Michael VII Doukas,"Konstantinos Doukas porphyrogennetos, son of Michael VII",Male,Male,FatherOf
Michael Psellos (named Konstantinos till tonsure in 1054),"Styliane, daughter of Michael Psellos",Male,Female,FatherOf
Michael Psellos (named Konstantinos till tonsure in 1054),krites of Armeniakon,Male,Male,FatherOf
"Michael/Mihailo (Michaelas), son of Voislav Stefan","Konstantinos Bodin, king of Duklja",Male,Male,FatherOf
"Michael/Mihailo (Michaelas), son of Voislav Stefan","daughter of Michaelas, wife of Longibardopoulos",Male,Female,FatherOf
"Michael Bourtzes, doux of Antioch","Konstantinos Bourtzes, patrikios",Male,Male,FatherOf
"Mikhail b. Seljuk, father of Tughrul Beg","Tughrul Beg, Seljuk Sultan",Male,Male,FatherOf
"Michael Doukas, brother of Eirene Doukaina","Konstantinos Doukas, nephew of Eirene Doukaina",,Male,FatherOf
"Michael Apokapes, commander of Edessa","Basileios Apokapes, doux of Edessa",Male,Male,FatherOf
"Nasr ibn Musharraf, Arab opponent of Antioch",son of Nasr ibn Musharraf,Male,Male,FatherOf
Nikephoros Bryennios usurper [1077],"(Ioannes) Bryennios the patrikios, father of the kaisar",Male,Male,FatherOf
Nikephoros Bryennios usurper [1077],"Nikephoros Bryennios, kaisar, husband of Anna Komnene",Male,Male,FatherOf
"Nikephoros Palaiologos, advisor to Romanos IV and Nikephoros III",Georgios Palaiologos,Male,Male,FatherOf
"Nikephoros Komnenos, brother of Alexios I","Alexios Komnenos, sebastos, son of Nikephoros",Male,,FatherOf
"Paulos, translator for papal legates of 1054","Smaragdos, translator for papal legates of 1054",,,FatherOf
"Pankratios, father of spatharokandidatos and tourmarches Mouselios","Mousilios, spatharokandidatos and tourmarches",Male,Male,FatherOf
"Phatloum, brother of Aplesphares of Dvin","Artaseiras, nephew of Aplesphares of Dvin",Male,Male,FatherOf
Philaretos Brachamios,son of Philaretos Brachamios,Male,,FatherOf
Hassan ibn al-Mufarrij ibn al-Jarrah (Pinzarach),"'Allaf, son of Hassan ibn al-Mufarrij",Male,Male,FatherOf
"Polyeuktos, father of Michael the strategos of Ohrid (?)","Michael, strategos of Ohrid (?), son of Polyeuktos",Male,Male,FatherOf
"Radomir, son of Samuel of Bulgaria","Petros (Peter) Deljan, Bulgarian rebel",Male,Male,FatherOf
Robert Guiscard,"Helena-Olympias, daughter of Robert Guiscard",Male,Female,FatherOf
Robert Guiscard,Bohemond of Taranto,Male,Male,FatherOf
Robert Guiscard,"Roger Borsa, Duke of Apulia, son of Robert Guiscard",Male,Male,FatherOf
Robert Guiscard,son of Robert Guiscard,Male,Male,FatherOf
Robert Guiscard,"daughter of Robert Guiscard, wife of count Euboulos (Ebalus of Roucy?)",Male,Female,FatherOf
Robert Guiscard,"daughter of Robert Guiscard, married to Raymond of Barcelona",Male,Female,FatherOf
Robert Guiscard,Guy of Hauteville,Male,Male,FatherOf
Emperor Romanos IV Diogenes,child (son?) of Romanos IV,Male,Male,FatherOf
Emperor Romanos IV Diogenes,"Konstantinos Diogenes, son of Romanos IV",Male,Male,FatherOf
Emperor Romanos IV Diogenes,"Nikephoros Diogenes, son of Romanos IV",Male,Female,FatherOf
Emperor Romanos IV Diogenes,"Leon Diogenes, son of Romanos IV and Eudokia Makrembolitissa",Male,Male,FatherOf
Emperor Romanos IV Diogenes,pseudo-Leon Diogenes,Male,,FatherOf
"Romanos Skleros, father of Basileios","Basileios Skleros, son of Romanos Skleros",Male,Male,FatherOf
Samuel of Bulgaria,"Radomir, son of Samuel of Bulgaria",Male,Male,FatherOf
Samuel of Bulgaria,"Aikaterine of Bulgaria, wife of Isaakios I Komnenos",Male,Female,FatherOf
Samuel of Bulgaria,"Traianos/Trojan, son of John Vladislav of Bulgaria",Male,,FatherOf
"Samuel, father of a paroikos of Iveron","Demetrios, paroikos of Iveron",Male,Male,FatherOf
"Staurakios, father of tax-payer at Dobrobikeia","Georgios, tax-payer at chorion of Dobrobikeia",Male,Male,FatherOf
"Stephanos, father of Michael V",Emperor Michael V Kalaphates,Male,Male,FatherOf
Stephanos Sthlabotas,"Maria, daughter of Stephanos Sthlabotas",Male,Female,FatherOf
"Streboulos, father of Iveron act witness","Gregorios, son of Streboulos (of Thessalonike?)",Male,Male,FatherOf
"Theodosios Monomachos, cousin of Konstantinos IX","son of Theodosios Monomachos, cousin of Konstantinos IX",Male,Male,FatherOf
"Theodosios Monomachos, cousin of Konstantinos IX",Emperor Konstantinos IX Monomachos,Male,Male,FatherOf
"Theodoulos Synadenos, vestarches","Synadene, wife of kral of Hungary",Male,Female,FatherOf
"Artuq, Turkish amir","Suqman ibn Artuq, ex-ruler of Jerusalem",Male,Male,FatherOf
"Artuq, Turkish amir",Najm al-Din Ilghazi ibn Artuq,Male,Male,FatherOf
"Tzachas/Chaka, Turkish amir",wife of Qilij Arslan I,Male,Female,FatherOf
"John Vladislav, ruler of Bulgaria","Aaron, brother of Alousianos",Male,Male,FatherOf
"John Vladislav, ruler of Bulgaria","Aikaterine of Bulgaria, wife of Isaakios I Komnenos",Male,Female,FatherOf
"Voislav Stefan, ruler of the Serbians","Michael/Mihailo (Michaelas), son of Voislav Stefan",Male,Male,FatherOf
"Voislav Stefan, ruler of the Serbians",son of Voislav Stefan,Male,Male,FatherOf
"Gorgoploutos, tavern-keeper in Constantinople",son of tavern-keeper Gorgoploutos,Male,Male,FatherOf
father of priest in household (?) of Michael Psellos,priest (in the household?) of Michael Psellos,Male,Male,FatherOf
"Anthimos, protospatharios mentioned in synodal decision","Leon, mentioned in synodal decision",Male,Male,FatherOf
"Basileios Kalokairos, mentioned in synodal decision",son of Basileios Kalokairos,Male,Male,FatherOf
"Demetrios, mentioned in synodal decision","Theodote, mentioned in synodal decision",Male,Female,FatherOf
"Eirenikos, father of Michael Attaleiates",Michael Attaleiates,Male,Male,FatherOf
"Alexios Charon, father of Anna Dalassene",Anna Dalassene,Male,Female,FatherOf
"Georgios, mentioned in synodal decision","Theodote, mentioned in synodal decision",Male,Female,FatherOf
"Ioannes, protospatharios, father of lawsuit witness Niketas","Niketas, witness in lawsuit",Male,Male,FatherOf
Michael Attaleiates,"Theodoros, son of Michael Attaleiates",Male,Male,FatherOf
"Nikolaos, mentioned in synodal decision","Helena, mentioned in synodal decision",Male,Female,FatherOf
"Petros Bombylas, mentioned in synodal decision","Mitze, daughter of Petros Bombylas",Male,Female,FatherOf
"Theodoros Karmalikios, chartoularios (in Thessalonike?)",daughter of Theodoros Karmalikios,Male,Female,FatherOf
"Andronikos Komnenos, son of Alexios I","Maria, daughter of Andronikos the sebastokrator, son of Alexios I",Male,,FatherOf
"Andronikos Komnenos, son of Alexios I","Anna, daughter of Andronikos the sebastokrator, son of Alexios I",Male,,FatherOf
